,Sentence #,Word,Tag
7909,650,are,O
7910,650,looking,O
7911,650,for,O
7912,650,a,O
7913,650,good,O
7914,650,place,O
7915,650,to,O
7916,650,host,O
7917,650,an,B
7918,650,intimate,O
7919,650,dinner,O
7920,650,meeting,O
7921,650,with,O
7922,650,business,O
7923,650,associates,O
7924,651,not,O
7925,651,a,I
7926,651,great,O
7927,651,place,B
7928,651,for,O
7929,651,family,O
7930,651,or,O
7931,651,general,O
7932,651,dining,O
7933,652,lloovve,O
7934,652,this,O
7935,652,place,B
7936,653,food,B
7937,653,is,O
7938,653,excellent,O
7939,654,fish,B
7940,654,is,I
7941,654,so,O
7942,654,very,O
7943,654,fresh,O
7944,655,waitstaff,B
7945,655,are,O
7946,655,very,O
7947,655,friendly,O
7948,656,love,O
7949,656,yuka,I
7950,657,mermaid,B
7951,657,inn,I
7952,657,is,O
7953,657,an,O
7954,657,overall,O
7955,657,good,O
7956,657,restaurant,O
7957,657,with,O
7958,657,really,O
7959,657,good,O
7960,657,seafood,B
7961,658,the,O
7962,658,menu,I
7963,658,is,B
7964,658,limited,O
7965,658,but,O
7966,658,almost,O
7967,658,all,O
7968,658,of,O
7969,658,the,O
7970,658,dishes,B
7971,658,are,O
7972,658,excellent,O
7973,659,the,O
7974,659,lobster,I
7975,659,sandwich,I
7976,659,is,O
7977,659,good,O
7978,659,and,B
7979,659,the,O
7980,659,spaghetti,B
7981,659,with,I
7982,659,scallops,I
7983,659,and,O
7984,659,shrimp,B
7985,659,is,O
7986,659,great,O
7987,660,the,O
7988,660,service,I
7989,660,is,O
7990,660,good,O
7991,660,and,O
7992,660,ambience,B
7993,660,is,O
7994,660,good,O
7995,660,for,O
7996,660,a,B
7997,660,date,O
7998,660,or,O
7999,660,group,O
8000,660,outing,O
8001,661,the,O
8002,661,only,O
8003,661,fallback,O
8004,661,on,O
8005,661,this,O
8006,661,restaurant,B
8007,661,is,O
8008,661,the,O
8009,661,prices,O
8010,662,even,O
8011,662,though,O
8012,662,its,O
8013,662,good,O
8014,662,seafood,B
8015,662,the,O
8016,662,prices,O
8017,662,are,O
8018,662,too,O
8019,662,high,O
8020,663,the,O
8021,663,lobster,I
8022,663,sandwich,I
8023,663,is,O
8024,663,24,O
8025,663,and,B
8026,663,although,O
8027,663,it,O
8028,663,was,O
8029,663,good,O
8030,663,it,O
8031,663,was,O
8032,663,not,O
8033,663,nearly,O
8034,663,enough,O
8035,663,to,O
8036,663,warrant,O
8037,663,that,O
8038,663,price,O
8039,664,went,O
8040,664,to,O
8041,664,village,O
8042,664,last,O
8043,664,night,O
8044,664,for,O
8045,664,my,O
8046,664,birthday,O
8047,665,we,O
8048,665,picked,O
8049,665,it,O
8050,665,randomly,O
8051,665,without,O
8052,665,a,O
8053,665,recommendation,O
8054,665,from,O
8055,665,someone,O
8056,665,who,O
8057,665,has,O
8058,665,been,O
8059,665,there,O
8060,665,so,O
8061,665,we,O
8062,665,werent,O
8063,665,sure,O
8064,665,what,O
8065,665,to,O
8066,665,expect,O
8067,666,we,O
8068,666,were,O
8069,666,very,O
8070,666,pleasantly,O
8071,666,surprised,O
8072,667,the,O
8073,667,food,I
8074,667,was,O
8075,667,delicious,O
8076,667,i,B
8077,667,had,O
8078,667,a,B
8079,667,halibut,I
8080,667,special,I
8081,667,my,O
8082,667,husband,O
8083,667,had,O
8084,667,steak,B
8085,667,and,O
8086,667,the,O
8087,667,service,B
8088,667,was,O
8089,667,topnotch,O
8090,668,when,O
8091,668,my,O
8092,668,dessert,O
8093,668,came,O
8094,668,there,O
8095,668,was,O
8096,668,a,B
8097,668,candle,O
8098,668,in,O
8099,668,it,B
8100,668,not,O
8101,668,because,O
8102,668,anyone,O
8103,668,asked,O
8104,668,for,O
8105,668,one,O
8106,668,but,O
8107,668,because,O
8108,668,the,O
8109,668,waiter,B
8110,668,must,O
8111,668,have,O
8112,668,seen,O
8113,668,me,O
8114,668,opening,O
8115,668,my,O
8116,668,birthday,O
8117,668,card,O
8118,668,and,O
8119,668,gift,O
8120,668,and,O
8121,668,said,O
8122,668,he,O
8123,668,knew,O
8124,668,it,O
8125,668,was,O
8126,668,a,O
8127,668,special,O
8128,668,occassion,O
8129,668,of,O
8130,668,some,O
8131,668,sort,O
8132,669,truly,O
8133,669,the,O
8134,669,mark,O
8135,669,of,O
8136,669,an,O
8137,669,attentive,O
8138,669,waiter,B
8139,670,i,O
8140,670,highly,O
8141,670,recommend,O
8142,670,the,O
8143,670,restaurant,B
8144,670,based,O
8145,670,on,O
8146,670,our,O
8147,670,experience,O
8148,670,last,O
8149,670,night,O
8150,671,we,O
8151,671,ate,O
8152,671,at,O
8153,671,this,O
8154,671,thai,O
8155,671,place,O
8156,671,following,O
8157,671,the,O
8158,671,reviews,O
8159,671,but,O
8160,671,very,O
8161,671,unhappy,O
8162,671,with,O
8163,671,the,O
8164,671,foods,B
8165,672,we,O
8166,672,thought,O
8167,672,that,O
8168,672,this,O
8169,672,place,O
8170,672,is,O
8171,672,using,O
8172,672,too,O
8173,672,much,O
8174,672,of,O
8175,672,msg,O
8176,672,cooking,O
8177,672,in,O
8178,672,the,O
8179,672,foods,B
8180,673,why,O
8181,674,they,O
8182,674,dont,O
8183,674,concern,O
8184,674,much,O
8185,674,of,O
8186,674,customers,O
8187,674,health,O
8188,674,just,O
8189,674,want,O
8190,674,to,O
8191,674,make,O
8192,674,money,O
8193,675,please,O
8194,675,dont,O
8195,675,fool,O
8196,675,us,O
8197,676,i,O
8198,676,visit,O
8199,676,new,O
8200,676,green,O
8201,676,bo,O
8202,676,when,O
8203,676,i,O
8204,676,have,O
8205,676,money,O
8206,676,or,O
8207,676,when,O
8208,676,i,O
8209,676,am,O
8210,676,broke,O
8211,677,i,B
8212,677,recommend,O
8213,677,the,O
8214,677,jelly,B
8215,677,fish,I
8216,677,drunken,B
8217,677,chicken,I
8218,677,and,O
8219,677,the,O
8220,677,soupy,B
8221,677,dumplings,I
8222,677,certainly,O
8223,677,the,O
8224,677,stir,B
8225,677,fry,I
8226,677,blue,I
8227,677,crab,I
8228,678,the,O
8229,678,food,I
8230,678,is,O
8231,678,so,O
8232,678,cheap,O
8233,678,and,O
8234,678,the,O
8235,678,waiters,B
8236,678,are,O
8237,678,nice,O
8238,679,of,O
8239,679,course,O
8240,679,it,O
8241,679,is,O
8242,679,crowded,O
8243,679,but,O
8244,679,who,O
8245,679,cares,O
8246,680,authentic,O
8247,680,shanghai,O
8248,680,style,O
8249,680,and,O
8250,680,i,O
8251,680,cannot,O
8252,680,recommend,O
8253,680,a,O
8254,680,better,O
8255,680,shanghai,O
8256,680,place,O
8257,680,in,O
8258,680,new,O
8259,680,york,O
8260,681,have,O
8261,681,frequented,O
8262,681,ino,O
8263,681,for,O
8264,681,several,O
8265,681,years,O
8266,681,and,O
8267,681,the,O
8268,681,food,B
8269,681,remains,O
8270,681,excellent,O
8271,682,cheese,B
8272,682,plate,I
8273,682,is,O
8274,682,a,B
8275,682,varied,O
8276,682,delight,O
8277,682,and,O
8278,682,great,O
8279,682,bargain,O
8280,682,at,B
8281,682,10,O
8282,683,the,O
8283,683,large,O
8284,683,selection,O
8285,683,of,O
8286,683,bruschettas,B
8287,683,paninis,B
8288,683,tramezzinis,B
8289,683,keep,O
8290,683,the,O
8291,683,palate,O
8292,683,from,O
8293,683,stagnating,O
8294,684,the,O
8295,684,asparagus,I
8296,684,truffle,I
8297,684,oil,I
8298,684,parmesan,I
8299,684,bruschetta,I
8300,684,is,O
8301,684,a,B
8302,684,winner,O
8303,685,wine,B
8304,685,list,I
8305,685,is,I
8306,685,extensive,O
8307,685,without,O
8308,685,being,O
8309,685,overpriced,O
8310,686,be,O
8311,686,sure,O
8312,686,to,O
8313,686,try,O
8314,686,the,O
8315,686,seasonal,O
8316,686,and,O
8317,686,always,O
8318,686,delicious,O
8319,686,specials,B
8320,687,definitely,O
8321,687,a,O
8322,687,neighborhood,O
8323,687,favorite,O
8324,688,i,O
8325,688,loved,O
8326,688,this,O
8327,688,place,B
8328,689,i,O
8329,689,almost,O
8330,689,hesititate,O
8331,689,to,O
8332,689,write,O
8333,689,a,B
8334,689,review,O
8335,689,because,O
8336,689,the,O
8337,689,atmosphere,B
8338,689,was,O
8339,689,so,O
8340,689,great,O
8341,689,and,O
8342,689,i,O
8343,689,would,O
8344,689,hate,O
8345,689,for,O
8346,689,it,O
8347,689,too,O
8348,689,become,O
8349,689,to,O
8350,689,crowded,O
8351,690,the,O
8352,690,food,I
8353,690,was,O
8354,690,very,O
8355,690,good,O
8356,690,a,B
8357,690,great,O
8358,690,deal,O
8359,690,and,O
8360,690,the,O
8361,690,place,B
8362,690,its,O
8363,690,self,O
8364,690,was,O
8365,690,great,O
8366,691,the,O
8367,691,wait,I
8368,691,staff,I
8369,691,is,O
8370,691,very,O
8371,691,freindly,O
8372,691,they,O
8373,691,make,O
8374,691,it,B
8375,691,feel,O
8376,691,like,O
8377,691,youre,O
8378,691,eating,O
8379,691,in,O
8380,691,a,B
8381,691,freindly,O
8382,691,little,O
8383,691,european,O
8384,691,town,O
8385,692,i,B
8386,692,like,O
8387,692,cafe,B
8388,692,noir,I
8389,692,dont,O
8390,692,get,O
8391,692,me,O
8392,692,wrong,O
8393,692,it,O
8394,692,is,O
8395,692,jsut,O
8396,692,that,O
8397,692,the,O
8398,692,people,B
8399,692,who,O
8400,692,work,O
8401,692,there,O
8402,692,are,O
8403,692,evil,O
8404,692,and,O
8405,692,incompetent,O
8406,693,the,O
8407,693,service,I
8408,693,was,O
8409,693,terrible,O
8410,693,we,O
8411,693,had,O
8412,693,to,O
8413,693,wait,O
8414,693,for,O
8415,693,everything,O
8416,693,and,O
8417,693,ask,O
8418,693,several,O
8419,693,of,O
8420,693,different,O
8421,693,people,O
8422,693,for,O
8423,693,the,O
8424,693,same,O
8425,693,thing,O
8426,693,before,O
8427,693,we,O
8428,693,were,O
8429,693,allowed,O
8430,693,to,O
8431,693,be,O
8432,693,served,O
8433,694,the,O
8434,694,waitress,I
8435,694,seems,O
8436,694,to,O
8437,694,be,O
8438,694,more,O
8439,694,concerned,O
8440,694,of,O
8441,694,looking,O
8442,694,good,O
8443,694,than,O
8444,694,actually,O
8445,694,waitressing,O
8446,695,after,O
8447,695,dinner,O
8448,695,the,O
8449,695,manager,B
8450,695,grabbed,O
8451,695,my,O
8452,695,boyfriend,O
8453,695,asked,O
8454,695,him,O
8455,695,where,O
8456,695,are,O
8457,695,you,O
8458,695,from,O
8459,695,maybe,O
8460,695,you,O
8461,695,dont,O
8462,695,know,O
8463,695,how,O
8464,695,things,O
8465,695,work,O
8466,695,in,O
8467,695,america,O
8468,695,and,O
8469,695,in,O
8470,695,the,O
8471,695,end,O
8472,695,stormed,O
8473,695,away,O
8474,695,almost,O
8475,695,teareyed,O
8476,695,yelling,O
8477,695,that,O
8478,695,tips,O
8479,695,are,O
8480,695,the,O
8481,695,only,O
8482,695,thing,O
8483,695,they,O
8484,695,survive,O
8485,695,on,O
8486,696,we,O
8487,696,did,O
8488,696,tip,O
8489,696,i,B
8490,696,guess,O
8491,696,the,O
8492,696,modelwaitress,O
8493,696,just,O
8494,696,wanted,O
8495,696,more,O
8496,696,and,O
8497,696,complained,O
8498,696,to,O
8499,696,the,O
8500,696,manager,O
8501,697,the,O
8502,697,whole,O
8503,697,set,O
8504,697,up,O
8505,697,is,O
8506,697,truly,O
8507,697,unprofessional,O
8508,697,and,O
8509,697,i,B
8510,697,wish,O
8511,697,cafe,B
8512,697,noir,I
8513,697,would,O
8514,697,get,O
8515,697,some,O
8516,697,good,O
8517,697,staff,B
8518,697,because,O
8519,697,despite,O
8520,697,the,O
8521,697,current,O
8522,697,one,O
8523,697,this,O
8524,697,is,O
8525,697,a,B
8526,697,great,O
8527,697,place,O
8528,698,pizza,B
8529,698,here,O
8530,698,is,O
8531,698,consistently,O
8532,698,good,O
8533,699,salads,B
8534,699,are,O
8535,699,a,B
8536,699,delicious,O
8537,699,way,O
8538,699,to,O
8539,699,begin,O
8540,699,the,O
8541,699,meal,O
8542,700,you,O
8543,700,should,O
8544,700,pass,O
8545,700,on,O
8546,700,the,O
8547,700,calamari,B
8548,701,it,O
8549,701,is,O
8550,701,thick,O
8551,701,and,O
8552,701,slightly,O
8553,701,soggy,O
8554,702,decor,B
8555,702,is,O
8556,702,charming,O
8557,703,service,B
8558,703,is,O
8559,703,average,O
8560,704,what,O
8561,704,a,I
8562,704,great,O
8563,704,place,B
8564,705,i,O
8565,705,came,O
8566,705,into,O
8567,705,the,O
8568,705,city,O
8569,705,to,O
8570,705,try,O
8571,705,out,O
8572,705,this,O
8573,705,restaurant,O
8574,705,because,O
8575,705,a,O
8576,705,friend,O
8577,705,had,O
8578,705,recommended,O
8579,705,it,O
8580,705,to,O
8581,705,my,O
8582,705,husband,O
8583,706,the,O
8584,706,ambience,I
8585,706,was,O
8586,706,so,O
8587,706,fun,O
8588,706,and,O
8589,706,the,O
8590,706,prices,O
8591,706,were,O
8592,706,great,O
8593,706,on,O
8594,706,top,O
8595,706,of,O
8596,706,the,O
8597,706,fact,O
8598,706,that,O
8599,706,the,O
8600,706,food,B
8601,706,was,O
8602,706,really,O
8603,706,tasty,O
8604,707,i,O
8605,707,wasnt,O
8606,707,thrilled,O
8607,707,to,O
8608,707,have,O
8609,707,to,O
8610,707,wait,O
8611,707,on,O
8612,707,line,O
8613,707,for,O
8614,707,thirty,O
8615,707,minutes,O
8616,707,but,O
8617,707,i,O
8618,707,guess,O
8619,707,thats,O
8620,707,the,O
8621,707,price,O
8622,707,you,O
8623,707,pay,O
8624,707,for,O
8625,707,a,O
8626,707,popular,O
8627,707,place,O
8628,708,i,B
8629,708,would,O
8630,708,definitely,O
8631,708,recommend,O
8632,708,sea,O
8633,708,if,O
8634,708,you,O
8635,708,like,O
8636,708,thai,B
8637,708,cuisine,I
8638,709,i,B
8639,709,was,O
8640,709,here,O
8641,709,a,O
8642,709,few,O
8643,709,weeks,O
8644,709,back,O
8645,709,and,O
8646,709,we,O
8647,709,had,O
8648,709,the,O
8649,709,worst,O
8650,709,customer,B
8651,709,service,I
8652,709,experience,O
8653,709,at,O
8654,709,a,O
8655,709,restaurant,O
8656,709,ever,O
8657,710,a,B
8658,710,gentleman,I
8659,710,maybe,O
8660,710,the,O
8661,710,manager,O
8662,710,came,O
8663,710,to,O
8664,710,our,O
8665,710,table,O
8666,710,and,O
8667,710,without,O
8668,710,so,O
8669,710,much,O
8670,710,as,O
8671,710,a,O
8672,710,smile,O
8673,710,or,O
8674,710,greeting,O
8675,710,asked,O
8676,710,for,O
8677,710,our,O
8678,710,order,O
8679,711,when,O
8680,711,asked,O
8681,711,about,O
8682,711,how,O
8683,711,a,O
8684,711,certain,O
8685,711,dish,O
8686,711,was,O
8687,711,prepared,O
8688,711,in,O
8689,711,comparison,O
8690,711,to,O
8691,711,a,O
8692,711,similar,O
8693,711,at,O
8694,711,other,O
8695,711,thai,O
8696,711,restaurants,O
8697,711,he,O
8698,711,replied,O
8699,711,this,O
8700,711,is,O
8701,711,not,O
8702,711,mcdonalds,O
8703,711,every,O
8704,711,place,O
8705,711,makes,O
8706,711,things,O
8707,711,differently,O
8708,712,while,O
8709,712,it,O
8710,712,is,O
8711,712,understandable,O
8712,712,that,O
8713,712,every,O
8714,712,place,O
8715,712,is,O
8716,712,indeed,O
8717,712,different,O
8718,712,there,O
8719,712,was,O
8720,712,not,O
8721,712,a,O
8722,712,need,O
8723,712,to,O
8724,712,be,O
8725,712,uncourteous,O
8726,712,to,O
8727,712,customers,O
8728,712,and,O
8729,712,downright,O
8730,712,rude,O
8731,713,the,O
8732,713,service,O
8733,713,was,O
8734,713,poor,O
8735,713,restaurant,O
8736,713,poorly,O
8737,713,lit,O
8738,713,staff,O
8739,713,not,O
8740,713,very,O
8741,713,attentive,O
8742,713,and,O
8743,713,i,O
8744,713,would,O
8745,713,have,O
8746,713,rather,O
8747,713,eaten,O
8748,713,at,O
8749,713,a,O
8750,713,mcdonalds,O
8751,713,than,O
8752,713,this,O
8753,713,joint,O
8754,714,never,O
8755,714,again,O
8756,715,i,O
8757,715,absolutely,O
8758,715,loved,O
8759,715,this,O
8760,715,place,B
8761,716,my,O
8762,716,friends,O
8763,716,spoke,O
8764,716,so,O
8765,716,much,O
8766,716,about,O
8767,716,it,O
8768,716,for,O
8769,716,months,O
8770,716,i,O
8771,716,finally,O
8772,716,made,O
8773,716,the,O
8774,716,time,O
8775,716,to,O
8776,716,come,O
8777,716,down,O
8778,716,ear,O
8779,716,and,O
8780,716,dine,O
8781,716,in,O
8782,717,excellent,O
8783,717,atmosphere,I
8784,717,delicious,O
8785,717,dishes,B
8786,717,good,O
8787,717,and,O
8788,717,friendly,O
8789,717,service,B
8790,718,this,O
8791,718,is,O
8792,718,can,O
8793,718,became,O
8794,718,on,O
8795,718,e,O
8796,718,of,O
8797,718,the,O
8798,718,ny,O
8799,718,italian,O
8800,718,food,O
8801,718,fare,O
8802,718,institutions,O
8803,719,i,O
8804,719,think,O
8805,719,that,O
8806,719,it,O
8807,719,is,O
8808,719,absolutely,O
8809,719,brilliant,O
8810,719,and,O
8811,719,well,O
8812,719,runned,O
8813,719,business,O
8814,719,operation,O
8815,720,the,O
8816,720,wine,I
8817,720,list,I
8818,720,is,I
8819,720,also,O
8820,720,really,O
8821,720,nice,O
8822,721,a,O
8823,721,friend,O
8824,721,from,O
8825,721,seattle,O
8826,721,and,O
8827,721,i,O
8828,721,went,O
8829,721,on,O
8830,721,a,O
8831,721,thursday,O
8832,721,night,O
8833,721,around,O
8834,721,830,O
8835,722,everything,O
8836,722,was,O
8837,722,wonderful,O
8838,722,food,O
8839,722,drinks,O
8840,722,staff,O
8841,722,mileau,O
8842,723,i,O
8843,723,would,O
8844,723,highly,O
8845,723,recommend,O
8846,723,this,O
8847,723,place,B
8848,724,i,B
8849,724,have,O
8850,724,been,O
8851,724,to,O
8852,724,casimir,B
8853,724,over,O
8854,724,5,O
8855,724,times,O
8856,724,and,O
8857,724,i,O
8858,724,have,O
8859,724,always,O
8860,724,had,O
8861,724,a,B
8862,724,great,O
8863,724,time,O
8864,724,there,O
8865,725,the,O
8866,725,food,I
8867,725,is,O
8868,725,great,O
8869,725,and,O
8870,725,reasonably,O
8871,725,priced,O
8872,726,i,O
8873,726,have,O
8874,726,tried,O
8875,726,to,O
8876,726,make,O
8877,726,reservations,O
8878,726,but,O
8879,726,both,O
8880,726,times,O
8881,726,the,O
8882,726,hostess,B
8883,726,didnt,O
8884,726,have,O
8885,726,my,O
8886,726,name,O
8887,727,if,O
8888,727,the,O
8889,727,weather,O
8890,727,is,O
8891,727,nice,O
8892,727,try,O
8893,727,to,O
8894,727,snag,O
8895,727,an,O
8896,727,outside,B
8897,727,table,I
8898,728,the,O
8899,728,staff,I
8900,728,has,O
8901,728,been,O
8902,728,nice,O
8903,728,but,O
8904,728,they,O
8905,728,seemed,O
8906,728,really,O
8907,728,stressed,O
8908,728,and,O
8909,728,the,O
8910,728,unisex,B
8911,728,bathroom,I
8912,728,needs,O
8913,728,to,O
8914,728,be,O
8915,728,cleaned,O
8916,728,more,O
8917,728,often,O
8918,729,my,O
8919,729,boyfriend,O
8920,729,and,O
8921,729,i,O
8922,729,went,O
8923,729,there,O
8924,729,to,O
8925,729,celebrate,O
8926,729,my,O
8927,729,birthday,O
8928,729,the,O
8929,729,other,O
8930,729,night,O
8931,729,and,O
8932,729,all,O
8933,729,i,O
8934,729,can,O
8935,729,say,O
8936,729,is,O
8937,729,that,O
8938,729,it,O
8939,729,was,O
8940,729,magnificent,O
8941,730,from,O
8942,730,the,O
8943,730,spectacular,O
8944,730,caviar,B
8945,730,to,O
8946,730,the,O
8947,730,hospitable,O
8948,730,waitstaff,B
8949,730,i,I
8950,730,felt,O
8951,730,like,O
8952,730,royalty,O
8953,730,and,O
8954,730,enjoyed,O
8955,730,every,O
8956,730,second,O
8957,730,of,O
8958,730,it,B
8959,731,considering,O
8960,731,we,O
8961,731,were,O
8962,731,the,O
8963,731,last,O
8964,731,patrons,O
8965,731,there,O
8966,731,and,O
8967,731,it,B
8968,731,was,O
8969,731,after,O
8970,731,the,O
8971,731,closing,O
8972,731,time,O
8973,731,the,O
8974,731,waitstaff,B
8975,731,did,O
8976,731,not,O
8977,731,rush,O
8978,731,us,O
8979,731,at,O
8980,731,all,O
8981,731,and,O
8982,731,made,O
8983,731,us,O
8984,731,feel,O
8985,731,comfortable,O
8986,731,and,O
8987,731,relaxed,O
8988,732,i,B
8989,732,highly,O
8990,732,recommend,O
8991,732,caviar,B
8992,732,russe,O
8993,732,to,O
8994,732,anyone,O
8995,732,who,O
8996,732,wants,O
8997,732,delicious,O
8998,732,top,O
8999,732,grade,O
9000,732,caviar,O
9001,732,and,O
9002,732,fantastic,O
9003,732,service,B
9004,733,nice,O
9005,733,family,O
9006,733,owned,O
9007,733,traditional,O
9008,733,restaurant,B
9009,734,fresh,O
9010,734,ingredients,I
9011,734,and,O
9012,734,everything,O
9013,734,is,O
9014,734,made,O
9015,734,to,O
9016,734,order,O
9017,735,i,O
9018,735,was,O
9019,735,pleasantly,O
9020,735,surprised,O
9021,735,to,O
9022,735,find,O
9023,735,this,O
9024,735,gem,O
9025,735,in,O
9026,735,hoboken,O
9027,736,friendly,O
9028,736,staff,I
9029,736,that,O
9030,736,actually,O
9031,736,lets,O
9032,736,you,O
9033,736,enjoy,O
9034,736,your,O
9035,736,meal,O
9036,736,and,O
9037,736,the,O
9038,736,company,O
9039,736,youre,O
9040,736,with,O
9041,737,my,O
9042,737,friends,O
9043,737,and,O
9044,737,i,O
9045,737,were,O
9046,737,on,O
9047,737,vacation,O
9048,737,in,O
9049,737,ny,O
9050,737,and,O
9051,737,was,O
9052,737,referred,O
9053,737,to,O
9054,737,chance,O
9055,737,by,O
9056,737,a,O
9057,737,friend,O
9058,738,i,B
9059,738,found,O
9060,738,the,O
9061,738,food,B
9062,738,to,O
9063,738,be,O
9064,738,outstanding,O
9065,738,particulary,O
9066,738,the,O
9067,738,salmon,B
9068,738,dish,I
9069,738,i,O
9070,738,had,O
9071,739,i,B
9072,739,also,O
9073,739,ordered,O
9074,739,the,O
9075,739,change,B
9076,739,mojito,I
9077,739,which,O
9078,739,was,O
9079,739,out,O
9080,739,of,O
9081,739,this,O
9082,739,world,O
9083,740,my,O
9084,740,friends,O
9085,740,settled,O
9086,740,for,O
9087,740,rice,O
9088,740,dishes,O
9089,740,but,O
9090,740,we,O
9091,740,came,O
9092,740,back,O
9093,740,the,O
9094,740,following,O
9095,740,day,O
9096,740,to,O
9097,740,try,O
9098,740,the,O
9099,740,dim,B
9100,740,sum,I
9101,740,which,O
9102,740,was,O
9103,740,good,O
9104,740,not,O
9105,740,outstanding,O
9106,740,but,O
9107,740,good,O
9108,741,we,O
9109,741,ate,O
9110,741,out,O
9111,741,in,O
9112,741,the,O
9113,741,back,B
9114,741,patio,I
9115,741,which,O
9116,741,is,O
9117,741,worth,O
9118,741,it,O
9119,741,as,O
9120,741,its,O
9121,741,cool,O
9122,741,and,O
9123,741,the,O
9124,741,music,B
9125,741,is,O
9126,741,hear,O
9127,741,well,O
9128,741,there,O
9129,742,overall,O
9130,742,excellent,O
9131,742,restaurant,B
9132,743,i,O
9133,743,went,O
9134,743,to,O
9135,743,utsav,O
9136,743,about,O
9137,743,a,O
9138,743,yr,O
9139,743,ago,O
9140,743,with,O
9141,743,my,O
9142,743,family,O
9143,744,the,O
9144,744,food,I
9145,744,was,O
9146,744,good,O
9147,745,the,O
9148,745,place,I
9149,745,was,O
9150,745,nice,O
9151,745,and,O
9152,745,calm,O
9153,746,but,O
9154,746,the,O
9155,746,service,B
9156,746,was,O
9157,746,a,O
9158,746,bit,O
9159,746,slow,O
9160,747,i,O
9161,747,work,O
9162,747,around,O
9163,747,the,O
9164,747,corner,O
9165,747,and,O
9166,747,tried,O
9167,747,it,O
9168,747,with,O
9169,747,a,O
9170,747,colleague,O
9171,747,for,O
9172,747,the,O
9173,747,first,O
9174,747,time,O
9175,748,the,O
9176,748,buffet,I
9177,748,had,O
9178,748,a,O
9179,748,nice,O
9180,748,selection,O
9181,749,the,O
9182,749,food,I
9183,749,was,O
9184,749,average,O
9185,749,or,O
9186,749,above,O
9187,749,including,O
9188,749,some,O
9189,749,surprising,O
9190,749,tasty,O
9191,749,dishes,B
9192,750,service,B
9193,750,was,O
9194,750,also,O
9195,750,very,O
9196,750,good,O
9197,751,i,O
9198,751,would,O
9199,751,go,O
9200,751,back,O
9201,752,i,B
9202,752,got,O
9203,752,an,O
9204,752,excellent,O
9205,752,piece,O
9206,752,of,O
9207,752,cheesecake,B
9208,752,and,O
9209,752,we,O
9210,752,had,O
9211,752,several,O
9212,752,other,O
9213,752,nice,O
9214,752,pastries,B
9215,753,i,O
9216,753,would,O
9217,753,recommend,O
9218,753,roxys,O
9219,753,for,O
9220,753,that,O
9221,753,but,O
9222,753,not,O
9223,753,for,O
9224,753,their,O
9225,753,food,B
9226,754,my,O
9227,754,son,O
9228,754,and,O
9229,754,his,O
9230,754,girlfriend,O
9231,754,both,O
9232,754,wanted,O
9233,754,cheeseburgers,B
9234,754,and,O
9235,754,they,O
9236,754,were,O
9237,754,huge,O
9238,755,but,O
9239,755,they,O
9240,755,were,O
9241,755,too,O
9242,755,big,O
9243,755,for,O
9244,755,the,O
9245,755,bun,O
9246,756,consequently,O
9247,756,their,O
9248,756,burgers,B
9249,756,fell,O
9250,756,apart,O
9251,756,in,O
9252,756,their,O
9253,756,hands,O
9254,756,and,O
9255,756,made,O
9256,756,such,O
9257,756,a,O
9258,756,mess,O
9259,756,that,O
9260,756,they,O
9261,756,didnt,O
9262,756,feel,O
9263,756,like,O
9264,756,finishing,O
9265,756,them,O
9266,757,also,O
9267,757,they,O
9268,757,were,O
9269,757,15,O
9270,757,each,O
9271,758,i,B
9272,758,had,O
9273,758,a,B
9274,758,huge,O
9275,758,pastrami,B
9276,758,sandwich,I
9277,758,on,I
9278,758,a,O
9279,758,roll,B
9280,759,it,O
9281,759,was,O
9282,759,14,O
9283,759,not,O
9284,759,really,O
9285,759,bad,O
9286,759,for,O
9287,759,a,O
9288,759,pound,O
9289,759,of,O
9290,759,pastramibut,O
9291,759,it,O
9292,759,didnt,O
9293,759,have,O
9294,759,much,O
9295,759,tasteive,O
9296,759,had,O
9297,759,better,O
9298,759,for,O
9299,759,less,O
9300,759,elsewhere,O
9301,760,this,O
9302,760,place,I
9303,760,is,O
9304,760,really,O
9305,760,trendi,O
9306,760,but,O
9307,760,they,O
9308,760,have,O
9309,760,forgotten,O
9310,760,about,O
9311,760,the,O
9312,760,most,O
9313,760,important,O
9314,760,part,O
9315,760,of,O
9316,760,a,B
9317,760,restaurant,O
9318,760,the,O
9319,760,food,B
9320,761,the,O
9321,761,last,O
9322,761,two,O
9323,761,times,O
9324,761,i,B
9325,761,ordered,O
9326,761,from,O
9327,761,here,O
9328,761,my,O
9329,761,food,B
9330,761,was,O
9331,761,soo,O
9332,761,spicy,O
9333,761,that,O
9334,761,i,O
9335,761,could,O
9336,761,barely,O
9337,761,eat,O
9338,761,it,O
9339,761,and,O
9340,761,the,O
9341,761,spice,B
9342,761,took,O
9343,761,away,O
9344,761,from,O
9345,761,the,O
9346,761,flavor,O
9347,761,of,O
9348,761,the,O
9349,761,dish,O
9350,762,and,O
9351,762,the,O
9352,762,tom,B
9353,762,kha,I
9354,762,soup,I
9355,762,was,O
9356,762,pathetic,O
9357,763,if,O
9358,763,you,O
9359,763,want,O
9360,763,good,O
9361,763,authentic,O
9362,763,thai,B
9363,763,this,O
9364,763,place,O
9365,763,is,O
9366,763,not,O
9367,763,the,O
9368,763,place,O
9369,763,to,O
9370,763,go,O
